Postcode,Bedrooms,2021,2022,2023,2024
2306,3,407.6666666666667,453.75,499.63157894736844,515.0
2306,4,,500.0,547.5,706.6666666666666
2306,5,550.0,,,
2306,U,390.0,,,
2307,1,187.90322580645162,180.8235294117647,224.54285714285714,296.7391304347826
2307,2,385.6521739130435,422.42105263157896,449.69565217391306,477.6774193548387
2307,3,475.4141414141414,522.5520833333334,573.2105263157895,610.8058252427185
2307,4,448.125,565.0,610.625,695.5833333333334
2307,5,580.0,538.75,837.5,592.5
2307,6,690.0,886.6666666666666,1415.0,1116.6666666666667
2307,U,,220.0,331.0,220.0
2311,1,180.0,,,
2311,3,416.25,310.0,454.1666666666667,451.25
2311,4,600.0,460.0,700.0,690.0
2311,6,,,,900.0
2311,U,,390.0,,
2312,1,200.0,,300.0,
2312,2,,385.0,380.0,427.5
2312,3,402.5,472.5,485.7142857142857,518.3333333333334
2312,4,514.1666666666666,576.25,410.0,618.3333333333334
2312,5,,500.0,,
2312,U,,,,578.3333333333334
2315,1,265.0,370.55555555555554,371.1111111111111,398.0
2315,2,416.8181818181818,484.2857142857143,466.86567164179104,508.375
2315,3,505.03333333333336,566.3576158940398,584.4554455445544,612.5265957446809
2315,4,613.5106382978723,711.140625,706.7021276595744,734.5764705882353
2315,5,782.5,775.0,795.6666666666666,863.4666666666667
2315,6,870.0,740.0,990.0,900.0
2315,7,,,1080.0,
2315,U,,430.0,640.0,
2316,0,,,330.0,
2316,1,,362.5,380.0,395.0
2316,2,441.6666666666667,498.0,511.3636363636364,502.57142857142856
2316,3,538.3928571428571,560.2272727272727,596.2,640.3921568627451
2316,4,596.6666666666666,791.3157894736842,949.3333333333334,737.1153846153846
2316,5,695.0,825.0,782.5,786.6666666666666
2316,6,,,650.0,
2316,8,1200.0,,1075.0,
2316,U,,480.0,,
2317,1,,346.6666666666667,360.0,395.8
2317,2,426.15384615384613,455.38461538461536,502.6923076923077,530.2941176470588
2317,3,500.5692307692308,566.031746031746,578.758064516129,612.875
2317,4,604.2571428571429,680.25,671.875,706.7878787878788
2317,5,652.5,636.6666666666666,684.0,765.0
2317,U,,,700.0,
2318,1,185.0,,390.0,465.0
2318,2,397.72727272727275,446.9230769230769,457.3333333333333,475.88235294117646
2318,3,491.9791666666667,560.85,543.9673913043479,598.0952380952381
2318,4,605.5985915492957,642.1333333333333,665.0955414012739,717.9850746268656
2318,5,665.7142857142857,715.3125,779.6153846153846,895.4166666666666
2318,6,,,1000.0,
2318,U,,663.3333333333334,671.25,
2319,1,295.0,300.0,290.0,350.0
2319,2,376.42857142857144,399.5833333333333,480.15625,476.9642857142857
2319,3,423.05,485.74074074074076,534.3137254901961,552.2222222222222
2319,4,500.6862745098039,565.5769230769231,621.3333333333334,635.8108108108108
2319,5,628.3333333333334,647.5,700.0,672.1428571428571
2319,U,320.0,485.0,,
2320,0,497.5,,,
2320,1,245.33333333333334,300.0,328.5416666666667,386.9047619047619
2320,2,379.828125,404.5112781954887,437.2,471.01142857142855
2320,3,437.0595238095238,489.30140845070423,520.061797752809,557.4338624338625
2320,4,511.0283505154639,569.3562340966921,603.1517412935324,655.6732456140351
2320,5,683.125,700.0,728.75,841.8181818181819
2320,6,900.0,,,885.0
2320,7,,,1000.0,1000.0
2320,U,441.0,516.1111111111111,558.3333333333334,
2321,0,220.0,580.0,,
2321,1,262.0,283.75,311.6666666666667,365.0
2321,2,368.625,396.1842105263158,449.14953271028037,460.6027397260274
2321,3,452.6608187134503,497.0067567567568,518.3626373626373,568.353711790393
2321,4,511.6645962732919,583.5015384615384,612.1220930232558,663.5272277227723
2321,5,615.0,671.3636363636364,753.8636363636364,763.6666666666666
2321,7,,,,1400.0
2321,U,,527.5,562.5,620.0
2322,0,460.0,,,
2322,1,330.5263157894737,294.4782608695652,321.969696969697,341.4074074074074
2322,2,386.6363636363636,407.61538461538464,434.0625,468.4756097560976
2322,3,436.22549019607845,473.5581395348837,525.1013215859031,555.4976744186047
2322,4,543.6253968253968,617.8904593639576,655.7005649717514,700.9476744186046
2322,5,653.75,689.2857142857143,759.7058823529412,786.09375
2322,U,401.6666666666667,619.0,503.3333333333333,560.0
2323,0,,325.0,,
2323,1,216.0,301.3636363636364,272.3076923076923,275.7857142857143
2323,2,364.2716049382716,402.5308641975309,426.45631067961165,455.0217391304348
2323,3,447.3676975945017,502.1655172413793,524.3571428571429,557.5962962962963
2323,4,525.463768115942,584.0595238095239,640.6896551724138,675.5549132947976
2323,5,643.75,660.5882352941177,730.25,768.4375
2323,7,,,,1300.0
2323,U,426.1111111111111,374.2857142857143,594.1666666666666,
2324,0,,420.0,,
2324,1,268.3333333333333,316.5,317.9767441860465,356.5
2324,2,349.3125,413.0869565217391,431.1730769230769,447.91764705882355
2324,3,419.0956937799043,475.1223628691983,502.296875,537.1501976284585
2324,4,508.39449541284404,567.8174603174604,627.3197278911565,632.7118644067797
2324,5,585.0,538.0,704.2857142857143,821.875
2324,6,900.0,550.0,,1000.0
2324,U,,450.0,525.0,
2325,1,264.72222222222223,302.10526315789474,306.30434782608694,300.9756097560976
2325,2,359.93700787401576,368.1311475409836,409.42424242424244,456.35059760956176
2325,3,402.84154929577466,469.1267123287671,491.2257281553398,515.920716112532
2325,4,482.51798561151077,561.629213483146,579.802371541502,607.0
2325,5,603.3333333333334,678.4,599.75,670.1111111111111
2325,6,,,958.3333333333334,1016.6666666666666
2325,U,447.5,453.3333333333333,526.6666666666666,590.0
2326,0,,,,255.0
2326,1,238.0,343.3333333333333,240.0,382.5
2326,2,331.3636363636364,379.7916666666667,410.6666666666667,418.09090909090907
2326,3,396.1111111111111,446.36170212765956,468.14516129032256,517.8
2326,4,466.07142857142856,476.1111111111111,612.5,626.375
2326,5,560.0,,647.5,741.6666666666666
2326,U,400.0,,420.0,
2327,0,,610.0,,
2327,1,230.0,285.55555555555554,303.1818181818182,323.9
2327,2,344.4736842105263,375.6818181818182,390.26785714285717,446.6551724137931
2327,3,415.6770833333333,448.41269841269843,487.5242718446602,510.5217391304348
2327,4,473.25,527.0,538.8888888888889,582.0
2327,5,575.0,480.0,610.0,643.0
2327,6,,,,495.0
2327,U,,435.0,434.0,570.0
2328,1,170.0,260.0,350.0,305.0
2328,2,286.0,297.5,366.25,365.8333333333333
2328,3,394.1111111111111,377.0,490.4347826086956,528.04
2328,4,390.8333333333333,426.875,525.0,595.0
2328,5,360.0,,,470.0
2328,U,250.0,,,
2329,1,170.0,230.0,220.0,260.0
2329,2,263.3333333333333,280.8333333333333,297.5,342.5
2329,3,285.95238095238096,315.1111111111111,342.5,442.03125
2329,4,322.0,366.25,370.0,434.54545454545456
2329,5,,,,670.0
2329,U,,430.0,,
2330,0,640.0,,,
2330,1,275.0,200.0,273.0,320.0
2330,2,369.3478260869565,455.4310344827586,498.04347826086956,492.67241379310343
2330,3,438.511961722488,505.8965517241379,528.1330049261084,569.6647727272727
2330,4,516.8484848484849,638.9888888888889,637.9032258064516,690.6435643564356
2330,5,623.0,638.75,716.3636363636364,727.7777777777778
2330,6,500.0,,,850.0
2330,7,595.0,,,
2330,U,396.5,477.0,497.0,710.0
2333,1,202.72727272727272,244.28571428571428,281.1111111111111,278.3333333333333
2333,2,308.8679245283019,335.08620689655174,356.6304347826087,387.5833333333333
2333,3,357.91129032258067,391.6340206185567,423.2358974358974,460.9855769230769
2333,4,442.6354679802956,478.75,550.3712574850299,568.9448275862069
2333,5,448.75,515.0,597.6923076923077,670.625
2333,6,,675.0,700.0,686.6666666666666
2333,U,370.0,347.14285714285717,342.85714285714283,
2334,1,,320.0,435.0,375.0
2334,2,352.3333333333333,373.125,474.77272727272725,446.3157894736842
2334,3,428.3333333333333,473.94736842105266,512.2727272727273,538.6666666666666
2334,4,483.125,536.2903225806451,583.2558139534884,601.6304347826087
2334,5,615.0,,635.0,
2334,U,463.3333333333333,,,
2335,1,400.0,392.5,360.0,397.5
2335,2,371.6666666666667,384.037037037037,409.81481481481484,447.02702702702703
2335,3,426.5740740740741,488.2089552238806,528.5,562.7631578947369
2335,4,520.6521739130435,568.1962025316456,623.646288209607,659.179012345679
2335,5,515.0,715.0,753.4090909090909,770.7575757575758
2335,7,,1200.0,,
2335,U,445.0,556.6666666666666,650.0,
2336,1,,,237.5,260.0
2336,2,304.0,313.3333333333333,370.0,395.0
2336,3,341.82758620689657,392.55555555555554,452.6923076923077,455.0
2336,4,426.6666666666667,500.0,526.6666666666666,562.5
2336,5,500.0,,723.3333333333334,700.0
2336,U,,,680.0,
2337,1,150.0,380.0,150.0,250.0
2337,2,306.5625,335.0,374.75,405.45454545454544
2337,3,368.09859154929575,402.0408163265306,466.7313432835821,527.4358974358975
2337,4,471.37931034482756,527.3214285714286,608.7209302325581,607.7906976744187
2337,5,453.75,520.0,690.0,750.0
2337,6,,750.0,,1300.0
2337,U,376.6666666666667,450.0,630.0,
2338,1,185.0,,,
2338,2,260.0,280.0,340.0,324.375
2338,3,279.61538461538464,347.77777777777777,398.5,420.35714285714283
2338,4,380.0,443.3333333333333,483.75,530.0
2338,5,,,550.0,
2339,2,180.0,200.0,,
2339,3,285.0,475.0,,392.5
2339,4,388.0,512.5,,
2339,6,480.0,500.0,,
2340,0,290.0,,,
2340,1,226.3846153846154,238.11475409836066,284.25,266.1166666666667
2340,2,302.3809523809524,326.7171314741036,345.6632302405498,373.79446640316206
2340,3,361.2641291810842,394.88243243243244,420.37516512549536,451.13200498132005
2340,4,434.0911161731207,481.0422535211268,512.8950892857143,552.866255144033
2340,5,498.65384615384613,546.5,592.4,648.2
2340,6,687.5,465.0,450.0,840.0
2340,7,,1500.0,,620.0
2340,8,,,,1350.0
2340,U,362.85714285714283,407.10714285714283,381.3333333333333,458.75
2341,1,,,,155.0
2341,2,250.0,297.85714285714283,333.6363636363636,324.44444444444446
2341,3,284.70588235294116,307.5,344.0,358.0
2341,4,385.0,347.22222222222223,426.6666666666667,402.5
2341,5,,,380.0,
2341,U,230.0,337.5,,
2342,2,,380.0,350.0,320.0
2342,3,400.0,420.0,525.0,
2342,5,,540.0,,540.0
2342,U,,420.0,,
2343,1,175.0,,273.3333333333333,300.0
2343,2,252.22222222222223,275.45454545454544,263.44444444444446,260.70588235294116
2343,3,312.0943396226415,447.3611111111111,372.43589743589746,375.5625
2343,4,374.2,376.7241379310345,433.64516129032256,487.92857142857144
2343,5,320.0,397.5,650.0,577.5
2343,6,400.0,,,
2343,U,283.3333333333333,360.0,,
2344,1,,,150.0,
2344,3,430.0,,350.0,483.3333333333333
2344,4,,500.0,787.5,530.0
2344,5,,,,400.0
2344,U,435.0,,,
2345,2,,,,390.0
2345,3,375.0,,400.0,375.0
2345,4,410.0,530.0,390.0,
2346,1,210.0,130.0,,
2346,2,251.25,287.5,300.7142857142857,330.0
2346,3,297.89473684210526,319.8529411764706,366.1666666666667,378.3333333333333
2346,4,355.0,361.42857142857144,424.1666666666667,502.0
2346,5,,455.0,,
2346,U,300.0,310.0,375.0,
2347,1,180.0,,,
2347,2,198.57142857142858,213.75,260.0,260.0
2347,3,230.5,257.10526315789474,268.84615384615387,293.125
2347,4,222.5,313.75,278.0,327.77777777777777
2347,5,,,,500.0
2347,U,185.0,210.0,,
2350,0,390.0,,,500.0
2350,1,196.07142857142858,183.49397590361446,242.4375,243.03370786516854
2350,14,,200.0,,
2350,2,302.0689655172414,325.3125,334.9655172413793,356.1333333333333
2350,3,377.32142857142856,425.3275,432.6641604010025,443.53689567430024
2350,4,446.73777777777775,515.8052434456929,499.62172284644197,546.7384615384616
2350,5,533.8,568.6666666666666,603.3333333333334,549.375
2350,6,537.1428571428571,720.0,633.3333333333334,581.6666666666666
2350,7,700.0,,600.0,800.0
2350,9,,130.0,165.0,165.0
2350,U,392.0,448.1818181818182,470.0,490.0
2352,1,210.0,280.0,260.0,315.0
2352,2,295.0,309.5,335.8333333333333,358.46153846153845
2352,3,338.8235294117647,389.13793103448273,400.9259259259259,427.5
2352,4,411.94444444444446,433.3333333333333,537.2727272727273,508.6842105263158
2352,5,,495.0,,
2353,1,200.0,200.0,,
2353,2,190.0,310.0,395.0,450.0
2353,3,445.0,403.3333333333333,483.3333333333333,517.0
2353,4,,450.0,550.0,700.0
2354,2,233.66666666666666,260.8125,297.1111111111111,280.0
2354,3,240.04761904761904,258.4,311.75,353.75
2354,4,283.75,296.6666666666667,296.0,395.0
2354,5,,336.6666666666667,,280.0
2354,U,,,310.0,340.0
2355,1,300.0,,,
2355,2,,,415.0,357.5
2355,3,450.0,500.0,486.6666666666667,430.0
2355,4,500.0,,300.0,450.0
2355,5,,500.0,250.0,
2356,2,,,110.0,
2356,3,,,,137.5
2357,1,165.0,155.0,212.5,230.0
2357,2,204.66666666666666,228.5,283.57142857142856,316.875
2357,3,256.8484848484849,267.03125,312.2,347.82608695652175
2357,4,287.5,312.5,325.35714285714283,390.0
2357,5,,350.0,500.0,375.0
2357,8,300.0,,,
2357,U,,265.0,170.0,
2358,1,184.0,225.0,250.0,268.75
2358,2,316.05263157894734,339.6666666666667,390.625,350.6521739130435
2358,3,333.92857142857144,420.2631578947368,408.0769230769231,444.4186046511628
2358,4,355.5,522.5,485.29411764705884,492.94117647058823
2358,5,450.0,475.0,565.0,500.0
2358,U,,,400.0,
2359,2,,180.0,,355.0
2359,3,293.3333333333333,256.25,283.3333333333333,320.0
2359,4,,380.0,397.5,495.0
2359,U,,300.0,,
2360,1,193.33333333333334,205.86666666666667,228.0,288.3333333333333
2360,2,289.70588235294116,292.46031746031747,336.2,333.1081081081081
2360,3,330.0,354.1093117408907,374.7342995169082,396.2926829268293
2360,4,397.12987012987014,406.46666666666664,443.8636363636364,492.6
2360,5,556.3636363636364,434.375,410.0,463.3333333333333
2360,6,,555.0,673.3333333333334,500.0
2360,7,,,700.0,
2360,U,354.1666666666667,330.0,423.3333333333333,345.0
2361,1,155.0,170.0,180.0,180.0
2361,2,223.33333333333334,260.0,,330.0
2361,3,275.5,219.16666666666666,,295.0
2361,4,,200.0,240.0,350.0
2365,1,120.0,147.5,166.66666666666666,260.0
2365,2,246.25,286.6666666666667,290.4166666666667,271.42857142857144
2365,3,292.1951219512195,322.6774193548387,346.42857142857144,367.9268292682927
2365,4,358.0,395.3636363636364,432.375,444.6296296296296
2365,5,350.0,435.0,580.0,831.0
2365,6,,500.0,,
2365,U,326.6666666666667,130.0,275.0,360.0
2369,2,,,250.0,140.0
2369,3,,263.3333333333333,243.33333333333334,355.0
2369,U,230.0,,,
2370,1,210.0,178.75,210.0,234.16666666666666
2370,10,,,1000.0,700.0
2370,2,240.75757575757575,276.9230769230769,278.17241379310343,297.9642857142857
2370,3,295.0431034482759,333.43617021276594,348.9,358.2330097087379
2370,4,341.4583333333333,365.375,378.2258064516129,429.0740740740741
2370,5,345.0,365.0,470.0,455.0
2370,6,450.0,420.0,420.0,370.0
2370,U,248.33333333333334,240.0,400.0,355.0
2371,2,,240.0,275.0,250.0
2371,3,244.16666666666666,263.8888888888889,317.5,310.0
2371,4,200.0,360.0,291.0,977.5
2371,5,,,,450.0
2372,1,165.0,185.0,,370.0
2372,2,256.3333333333333,281.55555555555554,337.14285714285717,339.54545454545456
2372,3,323.2307692307692,368.43283582089555,387.9642857142857,403.54430379746833
2372,4,347.77777777777777,400.3448275862069,447.741935483871,439.6296296296296
2372,5,395.0,400.0,437.5,400.0
2372,U,326.25,372.5,,
2379,2,220.0,,,
2379,3,400.0,340.0,313.3333333333333,335.0
2379,4,,,427.5,450.0
2379,5,300.0,,,
2380,1,215.0,270.625,274.76190476190476,254.23076923076923
2380,2,304.3333333333333,334.7142857142857,361.77777777777777,353.7
2380,3,367.5744680851064,399.2849162011173,437.9502762430939,457.2384105960265
2380,4,492.0,557.3333333333334,538.3163265306123,559.843137254902
2380,5,538.75,520.0,726.25,626.5384615384615
2380,6,623.3333333333334,,610.0,590.0
2380,7,,,,250.0
2380,8,1350.0,,,
2380,9,1200.0,1300.0,,
2380,U,389.8333333333333,372.85714285714283,506.0,
2381,1,,350.0,330.0,
2381,2,327.5,315.0,230.0,342.5
2381,3,308.75,334.1666666666667,372.0,390.0
2381,4,350.0,455.0,385.0,412.5
2382,1,226.66666666666666,215.0,205.83333333333334,215.27777777777777
2382,2,305.8333333333333,350.0,332.5,307.77777777777777
2382,3,319.4,334.375,374.1666666666667,370.0
2382,4,378.0,378.0769230769231,486.6666666666667,427.1875
2382,5,,625.0,512.0,575.0
2382,8,200.0,,,
2382,U,635.0,,,
2386,3,,110.0,110.0,120.0
2387,2,,115.0,,
2387,4,130.0,,,
2388,1,,180.0,,
2388,2,206.66666666666666,250.0,263.3333333333333,349.0
2388,3,302.6666666666667,348.7857142857143,354.4117647058824,381.7857142857143
2388,4,355.0,338.0,383.3333333333333,393.0
2388,5,310.0,,550.0,
2390,1,200.0,210.0,228.33333333333334,213.5
2390,2,323.8235294117647,365.0,320.8125,345.95238095238096
2390,3,373.6725663716814,403.65,466.34831460674155,513.7684210526315
2390,4,479.13461538461536,438.1132075471698,482.55102040816325,551.8367346938776
2390,5,466.0,537.5,567.5,650.0
2390,7,600.0,,800.0,700.0
2390,U,250.0,,355.0,500.0
2395,2,,110.0,,
2395,3,250.0,,350.0,300.0
2395,4,145.0,,,
2396,2,,110.0,,140.0
2396,3,230.0,,230.0,285.0
2396,4,,,,250.0
2397,2,210.0,,,
2397,3,526.6666666666666,,250.0,320.0
2397,4,,400.0,,
2399,2,200.0,310.0,320.0,340.0
2399,3,320.0,275.0,360.0,350.0
2399,4,450.0,500.0,480.0,340.0
2399,5,400.0,,,
2400,1,198.0,207.5,201.66666666666666,220.0
2400,2,247.3,290.925,317.6388888888889,334.85714285714283
2400,3,325.57471264367814,356.16783216783216,384.5357142857143,392.44274809160305
2400,4,394.94545454545454,401.27272727272725,464.2105263157895,476.7073170731707
2400,5,280.0,480.0,515.0,531.25
2400,6,750.0,,,
2400,7,,,550.0,
2400,U,267.5,600.0,550.0,425.0
2401,2,210.0,,,
2401,3,260.0,,,300.0
2402,2,267.5,208.75,268.75,
2402,3,263.3333333333333,282.5,278.8888888888889,310.0
2402,4,265.0,300.8333333333333,325.0,385.0
2402,5,270.0,,,
2402,U,,,,240.0
2403,2,205.0,300.0,300.0,325.0
2403,3,265.0,276.0,296.6666666666667,313.75
2403,4,346.6666666666667,440.0,,
2404,1,203.33333333333334,220.0,200.0,
2404,2,235.0,248.0,274.0,302.6923076923077
2404,3,249.80769230769232,292.5,295.6666666666667,324.2857142857143
2404,4,250.71428571428572,400.0,322.5,305.0
2404,U,,,,270.0
2405,2,,,250.0,300.0
2405,3,120.0,,320.0,300.0
2405,4,,165.0,,
2406,1,160.0,,,
2406,2,221.25,200.0,215.0,233.33333333333334
2406,3,220.16666666666666,211.42857142857142,210.83333333333334,275.0
2406,4,180.0,190.0,265.0,270.0
2406,U,182.5,,225.0,
2407,5,,290.0,,
2408,0,115.0,,,
2408,3,280.0,,,
2408,4,265.0,,,155.0
2409,1,110.0,,110.0,110.0
2409,2,,,,137.5
2409,3,240.0,230.0,340.0,355.0
2409,4,355.0,,325.0,
2409,5,350.0,,,
2409,U,,,280.0,
2410,3,200.0,,,
2415,1,305.0,,400.0,
2415,2,350.0,330.0,305.0,400.0
2415,3,390.0,,440.0,338.75
2415,4,,370.0,650.0,700.0
2415,5,,,600.0,
2420,1,,375.0,251.75,
2420,2,358.8888888888889,374.8333333333333,435.3333333333333,413.72727272727275
2420,3,416.6666666666667,435.16129032258067,474.2105263157895,493.325
2420,4,416.0,463.6666666666667,504.5,554.3333333333334
2420,5,575.0,800.0,600.0,
2420,6,,,1100.0,
2420,U,,420.0,,
2421,0,,430.0,,
2421,1,250.0,305.0,,423.3333333333333
2421,2,,,390.0,515.0
2421,3,500.0,551.4285714285714,535.8333333333334,532.5
2421,4,616.6666666666666,593.3333333333334,915.0,950.0
2421,5,,,850.0,963.3333333333334
2421,6,,,,950.0
2422,1,250.0,246.66666666666666,255.0,250.0
2422,2,325.0,315.7692307692308,348.0769230769231,337.6923076923077
2422,3,347.5,409.3333333333333,431.54285714285714,486.2244897959184
2422,4,416.875,451.6666666666667,456.48148148148147,510.4166666666667
2422,5,420.0,,,533.3333333333334
2422,6,450.0,,,
2422,U,382.5,370.0,401.42857142857144,438.0
2423,1,280.0,385.0,340.0,
2423,2,357.5,405.7142857142857,395.0,395.0
2423,3,438.1818181818182,426.2903225806452,478.15384615384613,506.7391304347826
2423,4,425.0,444.0,530.9090909090909,538.9285714285714
2423,5,450.0,580.0,520.0,585.0
2423,6,,550.0,,
2423,U,440.0,470.0,,
2424,3,,,480.0,475.0
2424,4,500.0,550.0,,
2425,1,,200.0,325.0,350.0
2425,2,430.0,365.0,362.5,413.3333333333333
2425,3,370.0,488.8235294117647,486.07142857142856,483.3333333333333
2425,4,433.3333333333333,514.1666666666666,555.5555555555555,578.5714285714286
2425,5,,,,570.0
2425,U,,,,380.0
2426,1,,220.0,305.0,
2426,2,,345.0,345.0,
2426,3,370.0,427.5,355.0,480.0
2426,4,445.0,440.0,,625.0
2427,1,350.0,315.0,278.0,440.0
2427,2,348.6666666666667,371.6666666666667,405.29411764705884,433.6842105263158
2427,3,409.30232558139534,469.2105263157895,488.25,525.3703703703703
2427,4,496.9230769230769,506.6666666666667,550.75,574.7368421052631
2427,5,410.0,725.0,640.0,
2427,6,470.0,200.0,490.0,
2428,1,450.0,299.64285714285717,315.53333333333336,321.1666666666667
2428,2,363.85526315789474,404.54545454545456,422.7927927927928,443.7037037037037
2428,3,476.0413223140496,532.8207547169811,540.8677685950413,569.0927419354839
2428,4,595.5487804878048,635.4318181818181,712.5,674.9612403100775
2428,5,622.5,782.5,709.0,719.0
2428,6,650.0,,1100.0,615.0
2428,U,620.0,393.0,526.0,
2429,1,265.0,318.3333333333333,309.0,275.25
2429,2,320.0,339.3333333333333,375.55555555555554,377.0833333333333
2429,3,396.4754098360656,441.0344827586207,460.4347826086956,465.32142857142856
2429,4,473.75,520.7692307692307,540.0,574.2
2429,5,601.25,500.0,560.0,662.5
2429,U,378.57142857142856,496.25,685.0,530.0
2430,1,312.5,265.64285714285717,303.7142857142857,298.8888888888889
2430,2,346.5633802816901,363.6020408163265,411.9594594594595,420.70588235294116
2430,3,412.04088050314465,465.8885245901639,471.14324324324326,497.92880258899675
2430,4,499.8904109589041,538.375,590.7843137254902,611.4425287356322
2430,5,592.2,592.8947368421053,626.9230769230769,675.9090909090909
2430,6,566.0,595.0,612.5,550.0
2430,U,406.3636363636364,417.0,411.3636363636364,536.0
2431,1,305.0,265.5,300.0,310.0
2431,2,357.6470588235294,387.04347826086956,393.9655172413793,384.34285714285716
2431,3,460.84415584415586,498.24285714285713,489.2741935483871,527.5641025641025
2431,4,519.2592592592592,578.0,613.0,614.21875
2431,5,575.0,612.5,,700.0
2431,U,,500.0,450.0,
2439,1,375.0,405.0,,315.0
2439,2,350.8333333333333,360.0,437.22222222222223,432.22222222222223
2439,3,445.9166666666667,498.125,487.77777777777777,503.5
2439,4,516.6666666666666,551.6666666666666,594.5833333333334,624.375
2439,5,700.0,,580.0,650.0
2439,6,650.0,840.0,,
2439,U,,400.0,,
2440,1,298.8888888888889,249.26923076923077,255.87878787878788,260.61290322580646
2440,2,326.7971014492754,390.6545454545454,353.6027397260274,394.0897435897436
2440,3,393.1141304347826,432.57512953367876,481.83597883597884,459.60693641618496
2440,4,446.70212765957444,495.8510638297872,516.7884615384615,555.4255319148937
2440,5,462.14285714285717,654.0,551.0,523.0
2440,6,,566.6666666666666,560.0,
2440,7,,,700.0,
2440,U,,419.0,,380.0
2441,1,275.0,301.6666666666667,333.3333333333333,311.25
2441,2,339.57142857142856,410.55555555555554,412.14285714285717,432.0
2441,3,378.57142857142856,408.75,481.1666666666667,530.2380952380952
2441,4,472.77777777777777,630.0,548.125,592.1428571428571
2441,5,,600.0,,
2441,6,755.0,,,
2441,U,,465.0,,
2443,1,277.5,338.57142857142856,293.14285714285717,326.25
2443,2,387.7027027027027,440.51724137931035,413.94594594594594,485.0
2443,3,453.890625,496.5625,510.15384615384613,571.6176470588235
2443,4,550.7692307692307,565.0,607.5,654.6052631578947
2443,5,550.0,643.3333333333334,628.3333333333334,800.0
2443,6,,600.0,,
2443,7,,,450.0,
2444,1,266.25,294.2307692307692,319.48275862068965,367.51162790697674
2444,2,415.65294117647056,444.67826086956524,456.73390557939916,490.9877551020408
2444,3,520.4182776801406,566.7576219512196,576.0403458213257,608.4017991004498
2444,4,638.4401197604791,684.6022727272727,692.864935064935,725.5493670886076
2444,5,753.2051282051282,835.4761904761905,885.2941176470588,909.6153846153846
2444,6,705.0,745.0,806.6666666666666,830.0
2444,7,950.0,,,
2444,U,557.1428571428571,483.34375,508.4761904761905,1100.0
2445,1,325.7142857142857,445.0,401.6666666666667,420.0
2445,2,406.3157894736842,438.125,448.8,502.3529411764706
2445,3,530.1355932203389,542.03125,587.5,615.46875
2445,4,603.9024390243902,651.1702127659574,674.3846153846154,716.8041237113403
2445,5,665.0,747.5,769.0909090909091,812.5
2445,6,,,,1243.3333333333333
2445,U,,660.0,645.0,
2446,1,307.5,320.0,335.4166666666667,384.11764705882354
2446,2,372.7391304347826,394.28125,398.12,422.8775510204082
2446,3,459.25892857142856,475.1067961165049,495.78512396694214,547.2741935483871
2446,4,550.3636363636364,625.655737704918,634.0,661.271186440678
2446,5,815.0,924.2857142857143,788.5714285714286,931.25
2446,6,875.0,687.5,738.5,755.0
2446,U,260.5,506.25,481.6666666666667,
2447,1,263.8333333333333,310.0,241.0,405.0
2447,2,339.54545454545456,393.2142857142857,393.52,437.0
2447,3,460.0,485.5882352941176,490.05882352941177,522.6567164179105
2447,4,500.7142857142857,526.5,571.6923076923077,629.2857142857143
2447,5,555.0,610.0,633.3333333333334,
2447,6,,,685.0,
2447,U,,497.5,450.0,
2448,1,275.0,344.0,330.0,285.8
2448,2,360.39473684210526,411.94594594594594,409.1666666666667,402.7719298245614
2448,3,442.578125,493.72972972972974,508.7156862745098,526.0921052631579
2448,4,516.0344827586207,560.8571428571429,645.0,632.4242424242424
2448,5,522.5,853.3333333333334,668.75,716.6666666666666
2448,6,,500.0,,
2448,7,,,700.0,
2448,U,335.0,466.6666666666667,455.0,406.0
2449,1,,210.0,275.0,200.0
2449,2,325.0,,394.0,410.0
2449,3,401.6666666666667,425.0,442.4375,480.38461538461536
2449,4,,560.0,540.0,
2449,6,,,,570.0
2449,U,,500.0,470.0,
2450,0,,440.0,,
2450,1,297.45238095238096,310.7560975609756,338.4736842105263,402.78
2450,2,429.0426829268293,455.53757225433526,488.67727272727274,518.2706422018349
2450,3,518.905701754386,582.0951327433628,609.764367816092,638.3953934740883
2450,4,641.9957805907173,695.4066985645933,713.3574144486691,754.9423076923077
2450,5,755.375,913.0526315789474,799.8,874.0909090909091
2450,6,811.25,875.0,1015.0,1107.857142857143
2450,7,1030.0,925.0,,1200.0
2450,9,,,1900.0,
2450,U,568.0,630.625,580.0,642.5
2452,0,,,620.0,
2452,1,335.0,360.625,310.625,378.0
2452,2,428.98148148148147,437.06,460.609756097561,505.46153846153845
2452,3,509.20245398773005,573.1864406779661,573.6611111111112,620.5723684210526
2452,4,624.0677966101695,705.4761904761905,698.4186046511628,761.2096774193549
2452,5,703.3333333333334,794.4444444444445,784.4444444444445,853.75
2452,6,770.0,700.0,595.0,620.0
2452,U,595.0,490.0,630.0,
2453,1,,290.0,303.3333333333333,
2453,2,347.14285714285717,495.0,336.0,370.0
2453,3,430.45454545454544,381.05263157894734,391.2,431.57894736842104
2453,4,387.85714285714283,442.5,493.3333333333333,457.5
2453,5,490.0,,420.0,550.0
2453,6,750.0,800.0,,
2454,1,380.0,323.6363636363636,382.77777777777777,328.77777777777777
2454,2,399.04761904761904,447.10526315789474,444.6774193548387,494.7368421052632
